# Pinned outcome per hashcat mode for TestHashcatConformance.
# A mode recorded as CRACKED here must keep cracking: the test fails if it
# stops. Any other value is a known gap and is free to improve.
# Regenerate deliberately with:
#   go test ./cmd/hashsmith -run TestHashcatConformance -args -update-conformance-baseline
0	CRACKED
10	CRACKED
11	CRACKED
12	CRACKED
20	CRACKED
21	CRACKED
22	CRACKED
23	CRACKED
24	CRACKED
30	CRACKED
40	CRACKED
50	CRACKED
60	CRACKED
70	CRACKED
100	CRACKED
101	CRACKED
110	CRACKED
111	CRACKED
112	CRACKED
120	CRACKED
121	CRACKED
122	CRACKED
124	CRACKED
125	CRACKED
130	CRACKED
131	CRACKED
132	CRACKED
133	CRACKED
140	CRACKED
141	CRACKED
150	CRACKED
160	CRACKED
170	CRACKED
200	CRACKED
300	CRACKED
400	CRACKED
500	CRACKED
501	NO-SUCH-MODE
600	CRACKED
610	CRACKED
620	CRACKED
900	CRACKED
1000	CRACKED
1100	CRACKED
1300	CRACKED
1310	CRACKED
1320	CRACKED
1400	CRACKED
1410	CRACKED
1411	CRACKED
1420	CRACKED
1421	CRACKED
1430	CRACKED
1440	CRACKED
1441	CRACKED
1450	CRACKED
1460	CRACKED
1470	CRACKED
1500	CRACKED
1600	CRACKED
1700	CRACKED
1710	CRACKED
1711	CRACKED
1720	CRACKED
1722	CRACKED
1730	CRACKED
1731	CRACKED
1740	CRACKED
1750	CRACKED
1760	CRACKED
1770	CRACKED
1800	CRACKED
2000	REJECTED
2100	CRACKED
2400	CRACKED
2410	CRACKED
2600	CRACKED
2611	CRACKED
2612	CRACKED
2630	CRACKED
2711	CRACKED
2811	CRACKED
3000	CRACKED
3100	CRACKED
3200	CRACKED
3500	CRACKED
3610	CRACKED
3710	CRACKED
3711	CRACKED
3730	CRACKED
3800	CRACKED
3910	CRACKED
4010	CRACKED
4110	CRACKED
4300	CRACKED
4400	CRACKED
4410	CRACKED
4420	CRACKED
4430	CRACKED
4500	CRACKED
4510	CRACKED
4520	CRACKED
4521	CRACKED
4522	CRACKED
4700	CRACKED
4710	CRACKED
4711	CRACKED
4800	CRACKED
4900	CRACKED
5000	CRACKED
5100	CRACKED
5300	CRACKED
5400	CRACKED
5500	CRACKED
5600	CRACKED
5700	CRACKED
5720	CRACKED
5800	CRACKED
6000	CRACKED
6050	CRACKED
6060	CRACKED
6100	CRACKED
6300	CRACKED
6400	CRACKED
6500	CRACKED
6600	CRACKED
6700	CRACKED
6800	CRACKED
6900	NO-SUCH-MODE
7000	CRACKED
7100	CRACKED
7200	CRACKED
7300	CRACKED
7350	CRACKED
7400	CRACKED
7401	CRACKED
7500	CRACKED
7700	CRACKED
7701	CRACKED
7800	CRACKED
7801	CRACKED
7900	CRACKED
8000	CRACKED
8100	CRACKED
8200	NO-SUCH-MODE
8300	CRACKED
8400	CRACKED
8500	NO-SUCH-MODE
8501	NO-SUCH-MODE
8600	NO-SUCH-MODE
8700	NO-SUCH-MODE
8800	NO-SUCH-MODE
8900	CRACKED
9100	NO-SUCH-MODE
9200	CRACKED
9300	CRACKED
9400	CRACKED
9500	CRACKED
9600	CRACKED
9700	CRACKED
9710	NO-SUCH-MODE
9720	CRACKED
9800	CRACKED
9810	NO-SUCH-MODE
9820	CRACKED
9900	CRACKED
10000	CRACKED
10100	CRACKED
10200	CRACKED
10300	CRACKED
10400	CRACKED
10410	NO-SUCH-MODE
10420	CRACKED
10500	CRACKED
10510	CRACKED
10600	CRACKED
10700	CRACKED
10800	CRACKED
10810	CRACKED
10820	CRACKED
10830	CRACKED
10840	CRACKED
10870	CRACKED
10900	CRACKED
10901	CRACKED
11000	CRACKED
11100	CRACKED
11200	CRACKED
11300	CRACKED
11400	CRACKED
11500	CRACKED
11600	CRACKED
11700	CRACKED
11750	CRACKED
11760	CRACKED
11800	CRACKED
11850	CRACKED
11860	CRACKED
11900	CRACKED
12000	CRACKED
12001	CRACKED
12100	CRACKED
12150	CRACKED
12200	CRACKED
12300	CRACKED
12400	NO-SUCH-MODE
12500	CRACKED
12600	CRACKED
12700	CRACKED
12800	CRACKED
12900	NO-SUCH-MODE
13000	CRACKED
13100	CRACKED
13200	NO-SUCH-MODE
13300	CRACKED
13400	CRACKED
13500	CRACKED
13600	CRACKED
13800	CRACKED
13900	CRACKED
14000	CRACKED
14100	CRACKED
14200	NO-SUCH-MODE
14400	CRACKED
14500	NO-SUCH-MODE
14700	CRACKED
14800	CRACKED
14900	CRACKED
15000	CRACKED
15100	CRACKED
15200	CRACKED
15300	NO-SUCH-MODE
15310	NO-SUCH-MODE
15400	CRACKED
15500	CRACKED
15600	CRACKED
15700	CRACKED
15900	NO-SUCH-MODE
15910	NO-SUCH-MODE
16000	CRACKED
16100	CRACKED
16200	CRACKED
16300	CRACKED
16400	CRACKED
16500	CRACKED
16501	CRACKED
16600	CRACKED
16700	NO-SUCH-MODE
16800	CRACKED
16801	CRACKED
16900	CRACKED
17010	CRACKED
17020	CRACKED
17030	CRACKED
17040	CRACKED
17200	NO-SUCH-MODE
17210	NO-SUCH-MODE
17220	NO-SUCH-MODE
17225	NO-SUCH-MODE
17230	NO-SUCH-MODE
17300	CRACKED
17400	CRACKED
17500	CRACKED
17600	CRACKED
17700	CRACKED
17800	CRACKED
17900	CRACKED
18000	CRACKED
18100	CRACKED
18200	CRACKED
18300	NO-SUCH-MODE
18400	NO-SUCH-MODE
18500	CRACKED
18600	NO-SUCH-MODE
18700	CRACKED
18800	CRACKED
18900	NO-SUCH-MODE
19000	CRACKED
19100	CRACKED
19200	CRACKED
19210	CRACKED
19300	CRACKED
19500	CRACKED
